Year,Code,Economy,GEDI Ranking,GEDI Score,Perceived Capabilities ,Perceived Opportunities ,Fear of Failure Rate ,Entrepreneurial Intention ,Know Startup Entrepreneur Rate ,Entrepreneurship as Desirable Career Choice,High Status Successful Entrepreneurship ,Media Attention for Entrepreneurship ,Nascent Entrepreneurship Rate ,New Business Ownership Rate ,Total early-stage Entrepreneurial Activity (TEA),Established Business Ownership Rate ,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,Total early-stage Entrepreneurial Activity for Male Working Age Population,Total early-stage Entrepreneurial Activity for Female Working Age Population,Informal Investors Rate,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,New Product early-stage Entrepreneurial Activity,International Orientation early-stage Entrepreneurial Activity,Financing for entrepreneurs,Governmental support and policies,Taxes and bureaucracy,Governmental programs,Basic-school Entrepreneurial Education and training,Post-school entrepreneurial education and training,R&D Transfer,Commercial and professional infrastructure,Internal market dynamics,Internal market openness,Physical and services infrastructure,Cultural and social norms,WVSV10,WVSV100,WVSV11,WVSV12,WVSV13,WVSV134,WVSV137,WVSV14,WVSV144,WVSV145,WVSV146,WVSV147,WVSV148,WVSV15,WVSV150,WVSV152,WVSV16,WVSV17,WVSV18,WVSV181,WVSV182,WVSV188,WVSV19,WVSV190,WVS191,WVSV192,WVSV193,WVSV196,WVSV20,WVSV21,WVSV22,WVSV229,WVSV23,WVSV233,WVSV235,WVSV236,WVSV237,WVSV238,WVSV239,WVSV25,WVSV30,WVSV32,WVSV34,WVSV49,WVSV55,WVSV58,WVSV59,WVSV6,WVSV67,WVSV68,WVSV69,WVSV70,WVSV71,WVSV73,WVSV74,WVSV74B,WVSV75,WVSV76,WVSV77,WVSV78,WVSV79,WVSV8,WVSV82,WVSV83,WVSV96,WVSV97,WVSV98,WVSV99
2011,351,Portugal,,,46.67,16.74,39.63,12.17,24.3,,,,4.57,3.03,7.54,5.71,17.8,58.06,10.5,4.71,2.19,20.32,31.62,19.82,3.05,2.57,1.91,2.86,1.73,2.81,2.46,2.95,2.77,2.35,3.96,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,40,Romania,,,41.63,36.06,36.12,24.66,29.36,67.85,69.42,56.74,5.56,4.51,9.89,4.57,41.32,34.45,12.52,7.33,6.26,45.11,42.83,39.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,7,Russia,,,33.2,27.06,43.44,3.61,37.49,64.54,65.25,55.32,2.37,2.28,4.57,2.84,26.88,41.88,5.13,4.05,1.45,33.8,29.28,4.36,2.02,2.39,1.83,2.16,2.14,2.85,1.9,2.77,3.18,1.97,3.1,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,65,Singapore,,,24.1,21.44,39.18,11.75,16.62,53.64,62.93,76.51,3.84,2.8,6.6,3.34,16.25,52.61,6.03,7.16,2.61,37.11,40.26,34.76,3.02,3.49,4.03,3.45,2.48,3.18,2.9,3.23,2.83,3.13,4.7,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,421,Slovakia,,,52.92,23.08,31.83,17.8,48.16,54.55,64.43,55.11,9.24,5.34,14.2,9.64,27.56,33.86,20.27,8.12,7.84,30.83,42.26,18.28,2.13,2.19,2.44,2.04,1.99,2.62,1.87,3.29,2.74,2.59,3.98,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,386,Slovenia,,,50.79,18.37,31.1,9.21,36.8,53.71,69.73,45.1,1.91,1.75,3.65,4.78,12.05,51.25,4.57,2.68,3.43,44.01,51.11,22.48,2.38,2.36,2.05,2.67,1.8,2.64,2.51,2.94,2.97,2.46,3.98,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,27,South Africa,,,42.83,40.73,24.45,14.27,33.06,72.75,72.15,73.54,5.22,4.02,9.14,2.35,34.83,39.29,11.28,6.98,2.48,28.31,51.49,25.32,2.46,2.6,2.26,2.06,2.03,2.51,2.25,2.96,2.45,2.45,3.05,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,34,Spain,,,50.86,14.41,38.91,7.99,28.7,65.15,66.49,44.58,3.32,2.53,5.81,8.85,25.85,39.32,7.05,4.54,3.62,21.28,35.52,7.29,2.06,2.06,2.21,2.72,1.56,2.34,2.13,2.58,2.69,2.16,3.46,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,46,Sweden,,,40.32,71.49,34.57,9.78,41.42,51.78,70.82,62.33,3.47,2.33,5.8,7,6.09,67.62,7.08,4.49,8.67,26.43,40.61,15.29,2.66,2.63,2.61,2.84,2.3,2.84,2.63,3.08,3.19,2.54,4.44,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,41,Switzerland,,,42.45,47.4,30.57,9.52,27.14,,,,3.66,2.92,6.58,10.15,11.39,61.38,6.6,6.56,4.81,16.01,45.36,25.27,3.5,3.35,3.49,3.42,2.6,3.5,3.46,3.89,2.5,3.12,4.57,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,886,Taiwan,,,28.61,38.92,39.65,28.17,33.05,69.04,62.73,85.84,3.61,4.44,7.91,6.34,17.47,49.79,10.21,5.6,4.98,53.91,69.55,12.64,3.21,2.59,3.2,3.14,2.47,3.1,2.88,2.87,3.85,3.33,4.12,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,66,Thailand,,,42.68,40.14,55.14,26.46,31.46,77.01,79.11,83.99,8.27,12.22,19.51,30.11,18.9,66.77,18.08,20.89,5.35,19.48,58.06,6.12,2.86,2.86,2.81,2.6,2.18,3.15,2.4,3.19,3.5,2.57,3.89,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,868,Trinidad & Tobago,,,81.21,62.14,16.71,35.21,38.99,83.58,81.8,61.39,13.91,9.25,22.67,6.91,14.88,43.92,27.45,18,7.72,23.18,11.33,7.24,2.48,2.33,2.29,2.07,1.93,2.63,2.09,3.21,2.66,2.31,3.72,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,90,Turkey,,,42.08,32.36,22.49,8.54,24.57,,,,6.28,5.95,11.87,7.96,31.58,44.83,16.5,7.23,5.09,43.96,68.26,9.15,2.38,2.65,2.32,2.32,2.19,2.6,2.26,2.97,3.58,2.27,3.45,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,971,United Arab Emirates,,,62.07,43.72,50.84,2.41,31.19,71.08,73.17,62.8,3.66,2.62,6.19,2.7,14.44,67.42,6.91,4.32,5.83,45.34,56.98,37.25,3.1,3.34,3.2,3.14,2.6,3.3,2.56,3.45,3.6,2.85,4.14,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,44,United Kingdom,,,42.47,33.3,36.05,8.85,31.97,51.94,81,47.3,4.72,2.57,7.29,7.16,17.2,46.29,9.32,5.24,2.47,27.35,51.8,26.01,2.29,2.62,3.01,2.31,2.21,2.6,2.22,3.28,3.04,3.04,3.93,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,United States,,,55.69,36.25,31.19,10.92,27.04,,,,8.29,4.34,12.34,9.05,21.21,58.94,14.3,10.42,4.78,32.49,44.97,13.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,598,Uruguay,,,61.06,53.65,34.44,38.22,33.96,58.01,58.69,32.51,11,5.95,16.72,5.95,11.07,9.82,21.16,12.77,8.71,29.13,29.94,17.35,2.26,2.22,2.37,2.93,1.83,2.83,2.63,3.19,1.93,2.44,3.7,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,582,Venezuela,,,66.86,48.45,24.15,20.23,41.95,83.06,77.26,63.25,13.05,2.57,15.43,1.57,28.51,43.43,16.43,14.42,3.29,13.73,29.69,1.63,1.95,1.9,1.61,1.82,1.72,3.17,2.03,2.88,3.53,2.39,3.27,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,244,Angola,,,73.11,67.31,32.21,54.55,68.78,70.1,83.3,74.66,15.9,16.33,31.94,8.65,35.82,29.92,32.85,31.01,16.01,21.57,32.45,15.93,2.11,2.31,2.16,1.97,1.81,2.41,1.72,2.39,2.76,2,2.28,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,54,Argentina,,,63.54,50.35,21.33,20.97,41.71,74.31,67.09,61.73,7.16,7.29,14.2,12.41,36.25,43.28,16.16,12.33,3.5,22.61,52.51,2.9,2.14,1.93,1.8,2.39,2.21,3.12,2.39,2.86,2.69,2.68,3.56,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,61,Australia,,,53.16,45.69,35.85,8.73,30.33,57,68.41,70.48,3.94,3.96,7.8,8.47,18.54,58.74,7.83,7.77,3.37,28.71,35.63,9.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,620,Azores,,,45.24,19.19,32.34,7,29.63,66.5,75.19,53.13,1.51,2.08,3.49,6.23,36.2,30.18,5.96,1.04,1.6,21.39,28.29,14.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,32,Belgium,,,44.86,39.58,35.06,8.22,24.01,60.02,51.22,45.67,2.55,1.25,3.67,2.69,9.9,51.81,4.02,3.32,3.6,11.86,40.75,25.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,591,Bolivia,,,75.84,53.24,28.35,49.27,50.38,62.88,66.59,51.12,28.97,13.82,38.6,18.23,16.83,56.52,40.89,36.46,14.27,13.09,35.86,6.3,2.23,1.82,2.16,1.86,1.66,2.81,1.85,2.44,2.61,2.45,3.27,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,387,Bosnia and Herzegovina,,,62.55,38.25,27.45,16.76,44.15,75.99,62.99,47.62,4.05,4.05,7.74,6.64,46.48,29.78,11.23,4.2,2.83,14.36,34.21,17.68,2.27,1.88,1.81,2.01,2.04,2.56,2.09,2.82,3.57,2.03,3.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,55,Brazil,,,57.94,48.12,33.25,26.46,43.41,77.99,78.95,81.15,5.94,11.68,17.5,15.26,31.06,45.91,18.63,16.43,1.44,18.11,16.77,0,2.47,2.13,1.43,2.33,1.45,2.4,2.29,2.6,3.81,2.21,3.39,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,56,Chile,,,65.6,65.05,22.12,38.33,49.48,87.41,71.23,45.69,11.37,5.73,16.77,5.99,29.32,52.44,19.18,14.42,18,34.42,84.72,10.73,2.42,2.64,2.51,2.57,1.6,2.84,2.18,2.72,2.4,2.45,3.91,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,86,China,,,42.33,36.17,32.01,26.9,59.7,70.03,76.93,76.98,4.87,9.7,14.37,13.77,41.75,34.18,16.34,12.42,5.48,26.59,63.49,1.59,2.54,2.74,2.58,2.55,1.89,2.87,2.65,2.54,3.94,2.6,3.9,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,57,Colombia,,,65.1,68.18,27.67,41.33,40.9,88.62,75.94,66.75,8.72,12.57,20.61,12.22,39.58,40.83,23,18.37,4.47,33.98,42.85,8.13,2.3,2.71,2.67,2.98,2.18,3.45,2.29,2.9,2.35,2.82,3.61,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,506,Costa Rica,,,68.8,46.38,36,13.2,58.3,64.33,63.36,60.84,10.62,3.29,13.44,4.83,31.74,37.84,13.24,13.64,2.54,14.27,38.27,6.94,2.03,2.22,1.73,2.22,1.99,2.95,2.05,2.72,2.29,2.33,3.35,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,385,Croatia,,,53.19,23.32,31.18,7.43,35.13,67.07,49.91,41.79,4.06,1.64,5.52,2.9,32.3,48.78,7.15,3.91,3.19,32.51,24.71,29.36,2.42,2.27,1.96,2.49,2.11,2.76,2.3,2.83,3.31,2.17,3.62,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,45,Denmark,,,40.75,46.42,31.51,5.91,41.67,,,,1.83,2.18,3.77,5.56,8,53.8,5.22,2.3,2.83,28.26,59.55,11.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,593,Ecuador,,,76.59,50.27,31.15,46.31,41.21,83.14,74.04,62.57,10.59,11.38,21.25,14.68,27.63,44.54,23.53,19.02,6.18,12.27,38.23,9.68,2.21,2.66,1.97,2.09,1.98,2.91,1.99,2.96,2.77,2.02,3.54,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,20,Egypt,,,63.35,38.79,25.27,24.3,45.96,77.68,89.47,70.53,2.08,4.94,7.02,4.52,52.98,25.21,9.54,4.41,6.07,45.68,34.61,6.14,2.4,2.69,2.2,2.12,1.27,2.11,1.83,2.64,3.36,2.21,3.62,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,358,Finland,,,39.53,51.13,28.61,5.89,43.67,46.07,86.53,71.38,2.39,3.37,5.72,9.44,18.07,54.33,7.5,3.89,3.4,13.93,34.49,14.22,3.15,3.27,3.28,2.88,2.35,2.98,2.77,3.46,2.82,2.77,4.41,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,33,France,,,37.27,33.87,40.48,14.18,47.83,65.19,67.87,44.71,3.82,2.11,5.83,2.44,25.23,55.99,7.02,4.77,3.19,20.46,49.63,13.44,2.43,3.08,2.76,3.07,1.58,3.14,2.47,3.07,2.77,1.92,3.88,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,49,Germany,,,41.63,28.48,33.69,6.37,29.99,53.07,77.12,49.03,2.48,1.75,4.17,5.69,25.66,48.47,5.41,2.9,3.6,21.12,37.91,13.84,2.87,3.1,2.72,3.71,2.07,2.83,2.85,3.16,2.96,2.77,3.93,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,233,Ghana,,,74.65,75.72,10.43,68.83,52.95,91.05,90.73,78.59,10.93,24.4,33.95,35.51,36.86,34.67,30.78,37.07,20.56,16.48,22.74,1.56,2.29,2.7,2.19,2.25,2.05,2.75,2.01,3.1,3.21,2.62,2.88,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,30,Greece,,,52.18,15.91,50.86,12.84,39.96,65.59,70.24,34.51,2.14,3.38,5.51,14.84,27.76,38.63,6.85,4.05,5.44,13.49,45.06,10.06,1.84,1.7,1.65,1.99,1.92,2.51,2.15,2.79,2.35,2.32,3.16,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,502,Guatemala,,,71,62.93,23.22,30.68,50.32,73.76,59.66,44.11,8.31,8.39,16.3,6.65,15.01,27.47,18.09,14.7,4.3,8.64,33.53,1.96,1.91,1.71,2.2,1.66,1.61,3.16,1.81,2.92,2.64,2.17,3.81,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,36,Hungary,,,43.36,33.33,42.41,13.82,32.78,55.03,73.69,47.43,4.92,2.27,7.13,5.42,19.64,42.86,10.13,4.27,4.06,34.06,27,23.16,2.19,2.09,1.54,2.09,1.83,2.89,2.09,2.88,2.95,2.15,3.44,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,354,Iceland,,,48.99,48.74,33.69,15.71,48.76,51.23,60.94,66.64,7.42,3.24,10.58,7.42,6.83,68.61,13.92,7.12,5.79,34.79,49.85,30.02,1.92,2.8,3.35,2.89,2.2,3.2,2.79,2.91,3.41,2.7,4.55,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,98,Iran,,,65.72,41.59,30.07,31.38,41.59,63.55,84.6,62.32,4.8,7.7,12.31,12.16,37.73,39.5,16.43,4.14,4.95,19.39,38.43,1.21,1.82,2.02,1.96,1.8,1.48,2.47,2.02,2.52,3.24,1.74,3.36,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,353,Ireland,,,49.15,22.5,33.36,6.14,34.64,51.78,81.47,61.12,4.4,2.53,6.76,8.55,30.83,33.15,9.52,3.94,3.76,32.92,52.27,22.55,2.23,2.64,2.74,3.25,2.22,2.88,2.64,3.27,2.86,2.86,3.31,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,972,Israel,,,39.94,33.88,46.71,13.45,34.95,60.12,73.23,53.43,3.08,2.12,5.02,3.25,24.36,54.56,6.71,3.37,3.96,38.93,43.42,17.46,2.91,2.2,2.08,2.58,1.93,2.9,2.72,3.66,2.25,2.35,4.12,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,39,Italy,,,42.42,24.68,36.8,3.97,30.36,69.12,69.27,37.74,1.3,1.05,2.35,3.7,13.38,54.58,2.71,2.01,2.99,27.05,40.05,13.12,2.17,1.92,1.79,2.22,1.53,2.82,2.21,2.52,2.96,2.36,2.82,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,876,Jamaica,,,80.16,56.09,32.98,38.12,53.9,85.08,84.76,77.39,5.51,5.12,10.48,6.9,42.2,38.6,11.77,9.24,9.12,16.42,20.05,26.2,2.27,2.41,1.92,2.42,2.33,3.07,2.18,3.14,2.28,2.63,3.44,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,81,Japan,,,13.71,5.92,32.65,2.88,17.44,28.39,52,58.54,1.51,1.84,3.3,7.36,36.4,46.87,5.05,1.53,0.89,37.16,34.91,5.54,2.23,2.51,1.96,2.35,1.53,2.47,2.41,2.26,3.68,2.36,3.89,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,82,Korea,,,28.96,13.01,32.47,10.09,31.12,67.57,71.27,61.43,1.82,4.73,6.56,11.18,38.89,49.34,10.98,2.06,2.68,32.01,29.91,13.16,2.25,3.13,2.99,2.95,2.12,2.37,2.45,2.34,4.06,2.44,4.01,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,371,Latvia,,,50.75,29.1,39.87,21.35,39.48,58.79,64.82,57.2,5.69,4.13,9.68,7.64,26.82,50.84,13.07,6.48,10.59,40.49,44.59,35.6,2.28,2.5,2.37,2.45,2.82,3.25,2.5,3.62,2.59,2.65,4.04,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,389,Macedonia,,,59.72,34.26,30.91,26.69,41.45,71.27,66.23,56.03,4.76,3.12,7.88,7.58,58.66,23.03,11.73,3.95,12.08,35.45,39.47,22.99,1.92,2.23,2.81,2.4,2.19,3.04,2.19,3.34,3.01,2.33,3.61,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,60,Malaysia,,,24.33,40.06,45.28,5.07,47.79,55.69,68.56,88,1.42,3.59,4.96,7.86,12.37,41.2,5.1,4.8,1.36,11.61,14.02,4.91,3.43,3,2.48,3.07,2.31,2.97,2.77,3.22,3.41,2.75,4.01,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,52,Mexico,,,64.65,55.56,33.36,22.33,54.61,69.37,62.83,53.96,9.17,1.35,10.45,0.42,18.99,41.6,10.72,10.2,8.79,12.12,39.06,9.55,2.76,3.19,2.25,3.11,2.15,3.58,2.6,2.96,2.78,2.52,3.7,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,382,Montenegro,,,70.88,36.07,30.42,31.86,59.93,80.99,68.44,69.51,11.96,3.14,14.94,7.81,37.13,38.23,19.56,10.47,9.97,29.75,34.63,25.67,2.5,2.73,2.36,2.74,2.17,3.35,2.58,2.93,3.64,2.37,3.7,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,31,Netherlands,,,45.51,44.8,23.76,5.47,38.06,85.37,68.56,60.89,3.97,3.35,7.22,9.03,8.41,63.9,10.12,4.35,3.43,27.42,35.93,15.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,47,Norway,,,40.45,49.75,26.62,7.56,37.82,57.75,70.73,67.16,4.43,3.39,7.72,6.71,15.44,73.54,11.48,3.81,5.18,24.98,36.53,18.62,2.95,2.38,2.55,2.89,2.33,2.54,2.67,3.2,2.79,2.37,3.99,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,92,Pakistan,,,56.17,51.95,34.31,32.38,48.23,76.29,80.7,60.97,6.64,2.7,9.08,4.72,40.64,38.95,14.38,3.43,1.51,7.74,51.44,23.72,2.46,2.01,2.25,1.98,1.52,2.79,2.09,3.3,3.03,2.79,3.55,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,51,Peru,,,76.48,71.39,34.02,39.58,63.9,82.04,76.84,81.18,22.35,5.84,27.24,7.21,21.26,47.53,28.85,25.69,13.56,23.57,79.69,9.1,2.54,2.24,2.32,2.21,2.15,2.8,2.04,2.81,2.61,2.78,3.52,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,351,Portugal,,,52.08,20.25,29.71,8.76,33.12,67.48,70.54,52.61,1.88,2.59,4.4,5.44,21.83,51.86,5.87,2.99,2.14,15.57,27.76,11.66,2.55,2.51,2.05,2.65,1.7,2.87,2.44,2.88,2.61,2.19,3.94,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,40,Romania,,,38.18,17.52,41.12,8.59,39.05,66.45,65.5,46.92,3.31,1.09,4.29,2.08,31.1,47.16,5.13,3.19,3.2,33.2,28.58,26.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,7,Russia,,,22.69,21.65,41.69,2.61,34.02,65.42,63.66,46.56,2.24,1.71,3.94,2.79,32.02,30.26,4.42,3.51,1.06,18.62,36,3.48,1.94,2.34,2,2.08,1.98,2.76,1.88,2.97,3.16,2.4,3.25,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,966,Saudi Arabia,,,69.31,75.84,38.95,0.98,46.51,86.77,92.26,78.04,6.33,3.16,9.4,3.86,9.58,74.56,12.05,5.87,11.36,62.03,44.43,13.92,3.1,2.46,3.04,2.28,1.8,2.67,2.54,3.35,2.95,2.54,4.18,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,386,Slovenia,,,56.34,26.8,27.55,8.73,49.04,53.18,73.7,56.17,2.24,2.42,4.65,4.94,16.24,53.84,6.35,2.86,3.43,27.27,45.33,22.45,2.49,2.53,2.4,2.68,2.17,2.98,2.4,3.19,3.11,2.57,3.97,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
